3716	1	1
3858	1	2
3909	1	2
4506	1	1
4808	1	2
4955	1	1
5254	1	5
5773	1	2
5848	1	1
6851	1	6
7500	1	1
7809	1	4
9159	1	1
9363	1	1
10096	1	1
10484	1	5
16878	1	1
18149	1	1
0	2	2
1	2	4
2	2	11
3	2	1
4	2	2
5	2	4
7	2	9
8	2	1
11	2	2
13	2	6
18	2	6
19	2	1
20	2	1
21	2	3
23	2	3
25	2	1
28	2	1
34	2	1
38	2	1
40	2	1
50	2	1
51	2	1
59	2	1
64	2	1
66	2	8
69	2	9
71	2	1
73	2	1
74	2	3
76	2	2
82	2	2
90	2	1
93	2	1
94	2	1
96	2	3
99	2	1
103	2	8
104	2	2
109	2	2
112	2	1
115	2	2
119	2	1
121	2	3
130	2	1
132	2	4
133	2	1
134	2	1
148	2	1
149	2	2
150	2	1
155	2	2
163	2	1
164	2	2
165	2	1
171	2	4
176	2	2
181	2	1
190	2	1
192	2	2
193	2	1
228	2	1
239	2	1
268	2	1
270	2	1
277	2	2
282	2	1
288	2	1
292	2	4
299	2	2
300	2	1
301	2	1
303	2	1
315	2	1
317	2	1
330	2	1
338	2	1
351	2	1
372	2	1
403	2	1
406	2	1
429	2	1
437	2	1
470	2	1
475	2	1
477	2	1
506	2	1
516	2	5
519	2	1
528	2	1
536	2	1
548	2	1
558	2	1
581	2	1
602	2	1
679	2	2
694	2	1
706	2	1
782	2	1
832	2	1
882	2	1
901	2	1
916	2	1
1026	2	1
1037	2	1
1039	2	1
1173	2	1
1302	2	1
1361	2	2
1399	2	1
1405	2	1
1417	2	7
1438	2	1
1456	2	1
1487	2	1
1498	2	1
1532	2	1
1535	2	1
1570	2	1
1655	2	1
1746	2	1
1939	2	1
1978	2	1
1980	2	1
1983	2	1
2032	2	2
2162	2	1
2342	2	4
2645	2	1
2830	2	1
3596	2	1
4576	2	1
5054	2	12
5258	2	1
5425	2	1
5964	2	1
6919	2	1
10797	2	1
14692	2	2
14905	2	3
0	3	2
1	3	4
2	3	11
3	3	1
4	3	2
5	3	4
7	3	9
8	3	1
11	3	2
13	3	6
18	3	6
19	3	1
20	3	1
21	3	3
23	3	3
25	3	1
28	3	1
34	3	1
38	3	1
40	3	1
50	3	1
51	3	1
59	3	1
64	3	1
66	3	8
69	3	9
71	3	1
73	3	1
74	3	3
76	3	2
82	3	2
90	3	1
93	3	1
94	3	1
96	3	3
99	3	1
103	3	8
104	3	2
109	3	2
112	3	1
115	3	2
119	3	1
121	3	3
130	3	1
132	3	4
133	3	1
134	3	1
148	3	1
149	3	2
150	3	1
155	3	2
163	3	1
164	3	2
165	3	1
171	3	4
176	3	2
181	3	1
190	3	1
192	3	2
193	3	1
228	3	1
239	3	1
268	3	1
270	3	1
277	3	2
282	3	1
288	3	1
292	3	4
299	3	2
300	3	1
301	3	1
303	3	1
315	3	1
317	3	1
330	3	1
338	3	1
351	3	1
372	3	1
403	3	1
406	3	1
429	3	1
437	3	1
470	3	1
475	3	1
477	3	1
506	3	1
516	3	5
519	3	1
528	3	1
536	3	1
548	3	1
558	3	1
581	3	1
602	3	1
679	3	2
694	3	1
706	3	1
782	3	1
832	3	1
882	3	1
901	3	1
916	3	1
1026	3	1
1037	3	1
1039	3	1
1173	3	1
1302	3	1
1361	3	2
1399	3	1
1405	3	1
1417	3	7
1438	3	1
1456	3	1
1487	3	1
1498	3	1
1532	3	1
1535	3	1
1570	3	1
1655	3	1
1746	3	1
1939	3	1
1978	3	1
1980	3	1
1983	3	1
2032	3	2
2162	3	1
2342	3	4
2645	3	1
2830	3	1
3596	3	1
4576	3	1
5054	3	12
5258	3	1
5425	3	1
5964	3	1
6919	3	1
10797	3	1
14692	3	2
14905	3	3
0	4	2
6	4	1
7	4	2
8	4	1
10	4	1
41	4	1
64	4	1
74	4	1
80	4	1
94	4	1
150	4	1
155	4	1
163	4	1
191	4	1
205	4	1
210	4	1
217	4	1
234	4	1
261	4	1
269	4	4
272	4	1
287	4	1
300	4	2
355	4	1
364	4	1
367	4	1
390	4	1
444	4	1
460	4	1
461	4	1
475	4	1
480	4	1
639	4	1
796	4	1
819	4	1
825	4	1
910	4	1
1024	4	1
1030	4	1
1037	4	1
1076	4	1
1094	4	1
1118	4	1
1175	4	1
1256	4	4
1280	4	1
1405	4	1
1408	4	1
1480	4	1
1517	4	1
1700	4	1
1786	4	1
1863	4	2
2077	4	1
2089	4	1
2240	4	1
2476	4	1
2852	4	1
2999	4	1
3003	4	1
3411	4	1
3520	4	2
3967	4	6
4025	4	1
4239	4	1
4689	4	1
4721	4	1
4991	4	1
5507	4	5
5938	4	1
7186	4	1
7353	4	1
7499	4	1
24008	4	1
1	5	1
3	5	1
4	5	3
7	5	2
9	5	6
12	5	1
13	5	12
16	5	2
17	5	5
19	5	3
21	5	1
23	5	2
25	5	7
26	5	1
35	5	4
38	5	3
42	5	2
43	5	1
45	5	1
48	5	1
51	5	2
57	5	2
58	5	3
61	5	2
63	5	3
65	5	3
73	5	4
77	5	1
84	5	1
90	5	1
93	5	1
94	5	1
101	5	5
107	5	4
118	5	2
119	5	1
122	5	1
128	5	2
130	5	1
134	5	2
141	5	1
145	5	1
151	5	1
152	5	3
159	5	2
167	5	3
173	5	3
175	5	4
186	5	4
188	5	1
199	5	1
208	5	5
215	5	1
224	5	2
229	5	1
250	5	1
253	5	4
267	5	1
272	5	1
288	5	1
292	5	1
295	5	1
303	5	1
311	5	1
319	5	1
333	5	1
348	5	2
353	5	3
361	5	4
365	5	1
367	5	3
381	5	3
394	5	2
405	5	1
408	5	1
410	5	1
419	5	3
424	5	1
427	5	1
431	5	1
436	5	1
483	5	1
497	5	1
522	5	1
531	5	1
545	5	5
570	5	1
582	5	1
626	5	1
630	5	1
648	5	1
672	5	1
687	5	1
698	5	2
702	5	2
710	5	4
805	5	2
827	5	1
898	5	1
937	5	1
949	5	1
950	5	1
985	5	1
1002	5	2
1068	5	1
1079	5	2
1082	5	1
1115	5	1
1187	5	1
1194	5	2
1217	5	1
1270	5	1
1271	5	9
1327	5	1
1559	5	6
1575	5	1
1606	5	4
1628	5	1
1721	5	1
1738	5	5
1739	5	1
1843	5	1
1859	5	1
1869	5	1
2082	5	2
2127	5	2
2579	5	2
2778	5	1
2844	5	1
2862	5	3
2935	5	1
2964	5	1
2996	5	1
3006	5	2
3055	5	1
3164	5	1
3508	5	1
4493	5	1
4811	5	1
5341	5	1
5342	5	2
7317	5	1
10220	5	1
0	6	3
1	6	3
2	6	1
3	6	5
4	6	6
5	6	2
6	6	1
8	6	1
9	6	1
10	6	6
13	6	3
15	6	1
16	6	1
17	6	4
18	6	2
19	6	4
20	6	3
21	6	1
24	6	1
25	6	4
27	6	2
28	6	2
29	6	1
38	6	1
40	6	1
41	6	1
42	6	2
45	6	4
47	6	1
48	6	2
50	6	1
52	6	2
53	6	1
54	6	5
60	6	1
62	6	7
63	6	2
64	6	1
65	6	2
69	6	4
70	6	2
72	6	2
73	6	1
75	6	1
77	6	1
79	6	3
84	6	2
87	6	4
93	6	2
100	6	3
102	6	2
106	6	1
107	6	4
109	6	2
111	6	1
113	6	1
115	6	3
116	6	1
117	6	2
119	6	3
120	6	1
122	6	4
128	6	1
129	6	1
138	6	1
141	6	1
145	6	1
146	6	2
148	6	1
152	6	5
157	6	1
160	6	1
162	6	1
168	6	1
169	6	1
171	6	2
175	6	2
179	6	2
180	6	2
181	6	3
185	6	1
186	6	2
198	6	1
200	6	1
204	6	2
222	6	1
224	6	2
225	6	1
233	6	1
238	6	1
244	6	2
250	6	2
252	6	1
265	6	1
269	6	1
277	6	1
279	6	1
286	6	1
287	6	1
289	6	1
297	6	2
319	6	1
325	6	1
333	6	3
338	6	1
340	6	1
347	6	1
348	6	1
351	6	1
353	6	1
365	6	1
370	6	1
376	6	3
381	6	2
393	6	1
398	6	3
399	6	1
401	6	1
403	6	1
408	6	1
411	6	1
417	6	1
419	6	1
424	6	1
450	6	3
490	6	1
493	6	2
495	6	1
500	6	2
506	6	1
507	6	2
573	6	1
579	6	1
583	6	1
597	6	1
600	6	1
604	6	1
611	6	1
620	6	1
639	6	1
647	6	1
671	6	4
674	6	1
690	6	1
734	6	4
778	6	4
805	6	1
862	6	1
910	6	1
928	6	3
943	6	1
956	6	1
978	6	1
1002	6	1
1024	6	1
1051	6	1
1053	6	1
1068	6	1
1082	6	1
1089	6	1
1092	6	2
1146	6	1
1176	6	1
1187	6	1
1204	6	1
1303	6	1
1334	6	1
1372	6	1
1409	6	1
1501	6	1
1504	6	1
1532	6	1
1573	6	1
1577	6	1
1591	6	1
1651	6	1
1684	6	1
1691	6	1
1735	6	1
1769	6	1
1802	6	1
1890	6	1
1961	6	1
2240	6	1
2409	6	1
2507	6	1
2561	6	1
2837	6	1
2852	6	1
2964	6	1
3006	6	1
3130	6	1
3327	6	1
3528	6	1
3760	6	1
3973	6	1
4010	6	1
4881	6	1
5867	6	1
6133	6	1
8555	6	1
10207	6	1
13210	6	1
1	7	2
2	7	2
4	7	2
7	7	4
10	7	1
11	7	1
13	7	1
15	7	1
17	7	1
18	7	1
19	7	1
20	7	2
36	7	1
38	7	1
39	7	2
46	7	3
47	7	1
50	7	1
51	7	1
53	7	1
56	7	1
58	7	1
64	7	1
74	7	3
81	7	1
85	7	6
94	7	1
96	7	3
97	7	1
103	7	12
107	7	1
114	7	3
123	7	1
124	7	1
127	7	1
128	7	1
130	7	2
147	7	3
148	7	1
152	7	1
153	7	1
155	7	1
160	7	1
163	7	1
171	7	1
172	7	1
174	7	3
179	7	1
185	7	1
186	7	1
187	7	1
190	7	1
191	7	5
192	7	1
193	7	1
201	7	1
205	7	1
220	7	5
244	7	1
257	7	1
264	7	3
265	7	1
269	7	1
280	7	1
299	7	1
300	7	1
303	7	2
304	7	1
313	7	1
316	7	2
333	7	2
338	7	1
374	7	1
423	7	3
431	7	1
460	7	1
462	7	2
491	7	1
495	7	1
514	7	1
530	7	1
561	7	1
645	7	1
646	7	1
691	7	1
711	7	1
730	7	1
735	7	1
743	7	1
758	7	1
783	7	1
796	7	1
832	7	11
845	7	2
888	7	1
894	7	2
899	7	11
916	7	1
931	7	1
965	7	1
973	7	1
975	7	1
1022	7	1
1026	7	2
1069	7	1
1086	7	1
1117	7	1
1199	7	1
1256	7	1
1318	7	2
1340	7	1
1354	7	1
1389	7	1
1402	7	1
1405	7	1
1418	7	2
1442	7	1
1474	7	2
1575	7	1
1718	7	1
1746	7	2
1766	7	1
1978	7	1
2110	7	1
2148	7	1
2279	7	2
2326	7	1
2342	7	3
2384	7	1
2821	7	1
2984	7	1
3271	7	12
3596	7	2
3946	7	2
4157	7	1
4305	7	1
4323	7	1
4476	7	1
4587	7	1
4757	7	1
4988	7	1
5037	7	1
5425	7	2
5520	7	1
5657	7	1
9541	7	1
10568	7	3
14868	7	1
0	8	13
1	8	4
4	8	1
14	8	1
17	8	6
24	8	4
25	8	1
26	8	1
31	8	1
35	8	2
36	8	1
42	8	4
47	8	1
65	8	2
73	8	1
74	8	2
76	8	1
77	8	1
89	8	1
90	8	1
94	8	1
96	8	1
103	8	1
109	8	4
117	8	11
121	8	1
123	8	1
130	8	2
135	8	1
142	8	1
145	8	3
146	8	2
152	8	1
157	8	1
159	8	1
160	8	1
163	8	5
179	8	1
184	8	4
187	8	1
188	8	1
208	8	3
219	8	1
220	8	1
231	8	4
232	8	1
248	8	1
263	8	1
264	8	1
279	8	1
298	8	1
300	8	1
333	8	1
340	8	6
349	8	1
350	8	1
362	8	1
379	8	1
393	8	1
408	8	7
428	8	2
437	8	1
444	8	1
458	8	1
470	8	3
475	8	5
477	8	1
494	8	8
534	8	1
561	8	1
598	8	10
600	8	1
644	8	4
650	8	3
660	8	1
694	8	1
738	8	1
743	8	1
757	8	5
771	8	1
802	8	1
819	8	4
832	8	1
849	8	1
873	8	1
904	8	4
939	8	3
1020	8	1
1045	8	1
1087	8	1
1106	8	1
1120	8	2
1145	8	1
1175	8	2
1220	8	1
1266	8	1
1282	8	6
1308	8	5
1314	8	1
1336	8	1
1480	8	1
1567	8	6
1626	8	1
1678	8	1
1695	8	1
1718	8	1
1819	8	1
1839	8	1
1864	8	1
1877	8	1
1917	8	1
1953	8	1
2045	8	4
2073	8	1
2271	8	1
2285	8	2
2330	8	2
2393	8	1
2577	8	1
2584	8	1
2702	8	6
2708	8	1
2760	8	3
2852	8	1
2878	8	1
3003	8	1
3337	8	2
3477	8	1
3545	8	1
3875	8	2
3892	8	1
3970	8	3
4041	8	1
4360	8	1
4372	8	1
4440	8	2
4566	8	1
4730	8	1
4866	8	4
4886	8	1
4991	8	3
5157	8	1
5495	8	1
5696	8	1
5970	8	1
6061	8	1
6215	8	1
6680	8	1
7170	8	1
8108	8	1
8608	8	1
8836	8	1
8899	8	1
9243	8	2
9575	8	1
9687	8	1
10428	8	1
10792	8	1
11891	8	1
11908	8	1
12157	8	1
12365	8	3
12866	8	1
14523	8	1
15518	8	1
17134	8	1
20251	8	1
1	9	2
2	9	4
7	9	4
8	9	6
11	9	1
16	9	1
18	9	1
23	9	2
31	9	3
34	9	1
38	9	2
40	9	1
42	9	1
43	9	2
44	9	2
46	9	1
50	9	1
53	9	5
61	9	1
62	9	3
64	9	1
68	9	4
71	9	1
81	9	1
96	9	3
102	9	1
106	9	1
108	9	3
119	9	1
121	9	4
135	9	2
152	9	1
158	9	4
163	9	1
164	9	1
171	9	1
174	9	4
187	9	1
189	9	2
205	9	1
210	9	1
212	9	1
213	9	1
215	9	1
220	9	1
221	9	2
229	9	1
245	9	2
263	9	3
273	9	1
279	9	1
282	9	1
287	9	1
288	9	1
296	9	3
311	9	1
339	9	1
345	9	1
347	9	1
354	9	3
368	9	1
372	9	1
378	9	1
397	9	1
412	9	2
418	9	3
433	9	1
465	9	1
478	9	2
480	9	2
484	9	1
508	9	1
512	9	1
524	9	1
558	9	1
563	9	1
590	9	1
593	9	1
608	9	3
650	9	2
673	9	1
689	9	5
693	9	4
719	9	1
765	9	2
767	9	1
804	9	1
901	9	1
913	9	1
916	9	2
921	9	1
930	9	1
943	9	1
962	9	1
984	9	1
1012	9	15
1052	9	1
1059	9	1
1103	9	1
1135	9	8
1191	9	2
1233	9	1
1245	9	2
1273	9	3
1325	9	1
1409	9	1
1415	9	2
1457	9	1
1476	9	2
1479	9	1
1503	9	1
1504	9	1
1540	9	5
1546	9	1
1554	9	4
1593	9	8
1596	9	1
1651	9	1
1665	9	1
1674	9	1
1766	9	7
1772	9	2
1820	9	1
1926	9	2
1944	9	1
1981	9	4
2089	9	2
2142	9	1
2357	9	1
2541	9	1
2593	9	2
2636	9	1
2744	9	1
2747	9	1
2762	9	1
2813	9	2
2830	9	1
3012	9	3
3044	9	1
3141	9	1
3153	9	2
3436	9	1
3457	9	1
3544	9	5
3681	9	2
3766	9	1
3778	9	1
3843	9	1
3950	9	1
4482	9	1
4572	9	3
5263	9	1
5424	9	1
5505	9	1
5508	9	1
5572	9	1
5636	9	2
5643	9	1
5790	9	1
6099	9	1
6392	9	1
6560	9	3
6884	9	1
6966	9	1
7318	9	1
7602	9	1
9888	9	1
12277	9	1
13607	9	1
14856	9	4
0	10	1
1	10	2
2	10	2
4	10	1
8	10	1
9	10	4
10	10	1
11	10	2
12	10	1
13	10	4
14	10	2
15	10	1
17	10	4
18	10	1
27	10	1
34	10	2
38	10	1
39	10	3
40	10	1
42	10	2
47	10	2
53	10	2
59	10	1
64	10	1
71	10	1
73	10	6
76	10	1
77	10	2
80	10	1
82	10	8
85	10	2
90	10	2
93	10	1
94	10	1
100	10	1
103	10	2
106	10	2
113	10	2
114	10	2
117	10	1
118	10	2
121	10	1
124	10	1
133	10	2
146	10	1
160	10	2
163	10	3
164	10	1
169	10	1
172	10	1
179	10	2
181	10	2
194	10	5
199	10	1
200	10	2
210	10	3
212	10	1
214	10	1
235	10	2
239	10	2
259	10	1
271	10	1
273	10	3
280	10	5
295	10	1
297	10	2
315	10	1
319	10	1
322	10	1
323	10	2
326	10	2
346	10	1
353	10	2
355	10	7
374	10	5
388	10	1
389	10	1
402	10	1
409	10	1
417	10	1
426	10	1
452	10	2
462	10	1
491	10	1
494	10	1
522	10	2
524	10	1
532	10	1
554	10	1
568	10	1
573	10	1
590	10	1
593	10	1
597	10	1
626	10	1
642	10	2
665	10	12
698	10	1
787	10	2
794	10	1
904	10	2
910	10	7
924	10	1
940	10	2
950	10	1
963	10	1
973	10	9
1017	10	1
1075	10	1
1086	10	1
1099	10	1
1121	10	1
1142	10	1
1143	10	1
1222	10	2
1239	10	1
1348	10	1
1394	10	1
1414	10	1
1437	10	1
1474	10	1
1480	10	5
1710	10	1
1787	10	1
1863	10	11
2052	10	2
2161	10	1
2339	10	1
2483	10	1
2514	10	1
2609	10	1
2764	10	1
2996	10	1
3012	10	1
3386	10	1
3750	10	1
3970	10	1
4978	10	1
5614	10	1
5993	10	1
6020	10	1
6545	10	3
6752	10	2
7499	10	2
7958	10	2
8016	10	1
9360	10	1
9854	10	1
15208	10	1
0	11	1
1	11	1
2	11	1
4	11	6
5	11	2
6	11	1
7	11	2
8	11	1
9	11	1
10	11	6
13	11	1
17	11	5
18	11	2
19	11	2
20	11	7
24	11	2
25	11	3
27	11	2
28	11	2
38	11	1
41	11	3
42	11	3
45	11	2
47	11	1
50	11	1
53	11	3
54	11	5
60	11	1
64	11	3
65	11	2
68	11	1
69	11	2
72	11	2
73	11	1
75	11	1
80	11	2
84	11	6
99	11	1
100	11	2
102	11	2
106	11	1
107	11	2
108	11	1
109	11	1
113	11	1
117	11	2
120	11	1
121	11	1
122	11	4
128	11	3
129	11	1
133	11	1
135	11	1
138	11	1
141	11	1
146	11	2
148	11	1
152	11	1
162	11	1
163	11	2
166	11	1
168	11	1
169	11	2
178	11	1
179	11	2
181	11	2
186	11	4
199	11	1
200	11	1
204	11	1
225	11	1
233	11	1
238	11	2
244	11	2
245	11	1
250	11	2
252	11	1
265	11	1
277	11	1
287	11	1
297	11	2
327	11	1
333	11	3
340	11	1
342	11	1
359	11	1
365	11	1
398	11	2
399	11	1
401	11	1
403	11	1
436	11	1
450	11	4
456	11	1
469	11	1
478	11	1
490	11	1
493	11	2
495	11	2
500	11	2
504	11	1
506	11	1
507	11	2
573	11	1
575	11	1
579	11	1
583	11	1
586	11	1
597	11	1
600	11	1
611	11	1
620	11	1
639	11	1
664	11	1
671	11	4
674	11	1
690	11	1
734	11	4
778	11	4
813	11	1
828	11	1
862	11	1
909	11	1
910	11	1
928	11	3
943	11	1
978	11	1
1012	11	3
1024	11	1
1026	11	1
1047	11	1
1051	11	1
1058	11	1
1082	11	1
1089	11	1
1105	11	1
1146	11	1
1176	11	1
1204	11	1
1210	11	1
1303	11	1
1334	11	1
1409	11	1
1415	11	1
1445	11	2
1450	11	1
1501	11	1
1504	11	1
1532	11	2
1573	11	1
1577	11	1
1591	11	1
1593	11	2
1651	11	1
1684	11	3
1692	11	1
1694	11	1
1735	11	1
1766	11	1
1798	11	1
1802	11	1
1914	11	1
1935	11	1
1961	11	1
2007	11	1
2058	11	1
2089	11	1
2116	11	1
2240	11	1
2445	11	2
2507	11	1
2541	11	1
2837	11	1
2964	11	1
3130	11	1
3327	11	1
3528	11	1
3544	11	1
3760	11	1
4010	11	1
4482	11	1
4572	11	1
4640	11	1
4842	11	1
4881	11	1
5505	11	1
5572	11	1
5988	11	1
8555	11	1
10207	11	1
10456	11	1
11069	11	1
11075	11	1
13210	11	1
0	12	3
1	12	6
4	12	4
6	12	8
8	12	1
9	12	2
10	12	13
11	12	2
13	12	6
14	12	1
16	12	3
18	12	3
19	12	3
20	12	1
24	12	1
27	12	10
28	12	1
31	12	1
35	12	1
38	12	3
42	12	1
45	12	2
47	12	3
52	12	1
53	12	1
54	12	3
55	12	1
58	12	2
60	12	2
64	12	2
69	12	4
72	12	2
73	12	2
75	12	3
77	12	3
82	12	3
86	12	1
94	12	1
95	12	1
98	12	1
99	12	1
102	12	3
106	12	2
113	12	3
114	12	1
118	12	1
120	12	2
122	12	1
128	12	1
129	12	1
132	12	1
134	12	1
135	12	4
138	12	4
144	12	3
146	12	1
148	12	2
151	12	1
155	12	1
157	12	1
160	12	1
162	12	1
164	12	1
168	12	2
169	12	1
176	12	1
178	12	1
179	12	1
181	12	1
194	12	2
195	12	1
200	12	1
205	12	1
206	12	1
220	12	1
228	12	1
233	12	7
235	12	1
238	12	1
240	12	1
250	12	1
252	12	2
254	12	1
265	12	1
276	12	2
287	12	2
288	12	1
289	12	3
290	12	2
297	12	5
300	12	1
310	12	1
315	12	2
326	12	1
335	12	1
338	12	1
340	12	1
363	12	1
379	12	1
383	12	1
388	12	1
389	12	1
398	12	4
401	12	1
403	12	1
405	12	1
406	12	1
426	12	1
450	12	1
475	12	1
482	12	1
500	12	5
502	12	1
506	12	1
522	12	2
537	12	1
544	12	1
554	12	1
571	12	1
573	12	1
583	12	1
586	12	1
597	12	1
642	12	1
644	12	1
657	12	1
665	12	3
668	12	1
706	12	1
709	12	1
730	12	1
734	12	9
811	12	1
821	12	1
837	12	1
862	12	1
894	12	1
910	12	1
928	12	1
937	12	1
955	12	1
964	12	1
974	12	1
984	12	1
1011	12	1
1063	12	1
1075	12	1
1082	12	1
1146	12	2
1222	12	1
1297	12	1
1318	12	1
1328	12	1
1334	12	1
1394	12	1
1395	12	1
1517	12	2
1575	12	1
1579	12	1
1608	12	1
1643	12	1
1687	12	1
1736	12	1
1861	12	1
1917	12	1
1962	12	1
2003	12	1
2224	12	1
2242	12	1
2259	12	1
2326	12	1
2507	12	1
2837	12	1
3007	12	1
3107	12	1
3508	12	1
3658	12	1
3661	12	1
3908	12	1
3909	12	1
4018	12	1
4739	12	1
4877	12	1
4906	12	1
5336	12	1
5473	12	1
5804	12	1
8091	12	1
11468	12	1
11752	12	1
12561	12	1
14113	12	1
19150	12	1
21431	12	1
1	13	2
4	13	2
7	13	2
8	13	1
14	13	1
15	13	3
26	13	1
28	13	6
34	13	1
36	13	9
38	13	2
40	13	1
41	13	1
42	13	1
46	13	1
48	13	1
49	13	1
50	13	1
55	13	2
60	13	2
62	13	2
66	13	1
67	13	2
68	13	1
71	13	1
74	13	2
81	13	1
99	13	1
107	13	1
114	13	1
117	13	1
121	13	1
130	13	1
135	13	1
136	13	1
150	13	1
152	13	1
161	13	1
163	13	1
181	13	1
182	13	1
188	13	1
191	13	1
205	13	2
207	13	2
209	13	1
210	13	3
237	13	3
239	13	2
263	13	1
272	13	1
273	13	3
296	13	1
297	13	1
299	13	1
336	13	1
341	13	1
348	13	1
354	13	2
359	13	1
361	13	1
363	13	1
372	13	1
374	13	2
379	13	1
387	13	1
417	13	1
418	13	1
432	13	1
435	13	2
440	13	1
446	13	1
478	13	4
504	13	2
508	13	2
537	13	3
591	13	1
608	13	6
626	13	1
674	13	1
678	13	1
692	13	1
704	13	1
706	13	2
719	13	1
750	13	1
779	13	2
782	13	2
789	13	1
833	13	1
873	13	1
877	13	1
929	13	1
934	13	1
942	13	1
944	13	1
960	13	1
962	13	1
986	13	1
994	13	1
1009	13	1
1018	13	1
1029	13	1
1056	13	1
1077	13	1
1103	13	1
1135	13	2
1277	13	1
1301	13	1
1337	13	1
1343	13	1
1349	13	1
1438	13	1
1546	13	5
1569	13	1
1590	13	1
1607	13	1
1618	13	16
1645	13	1
1763	13	1
1822	13	1
1878	13	2
1912	13	1
1925	13	2
1937	13	1
2016	13	1
2189	13	1
2204	13	1
2246	13	2
2288	13	1
2293	13	1
2739	13	1
3120	13	1
3171	13	1
3218	13	1
3239	13	1
3365	13	1
3578	13	1
3632	13	1
4042	13	1
4076	13	1
4562	13	1
4913	13	1
5397	13	2
5500	13	1
6058	13	1
7035	13	1
7995	13	6
12467	13	1
15216	13	1
17495	13	2
22189	13	1
22718	13	1
3	14	2
14	14	1
20	14	1
38	14	1
41	14	1
96	14	3
166	14	1
197	14	2
1446	14	1
1532	14	2
1914	14	1
3379	14	1
4040	14	2
4235	14	1
4279	14	1
4484	14	1
4640	14	1
4667	14	1
8009	14	1
8543	14	1
9514	14	1
11069	14	1
3	15	1
5	15	1
9	15	2
17	15	1
20	15	1
25	15	2
